,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
0,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,javale-mcgee,1988-01-19T00:00:00,Nevada,USA,Nevada/USA,7-0,270,14,00,Center-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,javale_mcgee,2008,2022,N,Y,Y,2008,1,18,N
0,1629033,Theo,Pinson,Theo Pinson,"Pinson, Theo",T. Pinson,theo-pinson,1995-11-05T00:00:00,North Carolina,USA,North Carolina/USA,6-7,212,4,1,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,theo_pinson,2018,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630702,Jaden,Hardy,Jaden Hardy,"Hardy, Jaden",J. Hardy,jaden-hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198,0,3,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,jaden_hardy,2021,2022,Y,Y,Y,2022,2,37,N
0,203939,Dwight,Powell,Dwight Powell,"Powell, Dwight",D. Powell,dwight-powell,1991-07-20T00:00:00,Stanford,Canada,Stanford/Canada,6-10,240,8,7,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dwight_powell,2014,2022,Y,Y,Y,2014,2,45,N
0,1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-7,200,2,8,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,josh_green,2020,2022,Y,Y,Y,2020,1,18,N
0,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,9,8,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,justin_holiday,2012,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,9,11,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway_jr,2013,2022,Y,Y,Y,2013,1,24,N
0,202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,11,11,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kyrie_irving,2011,2022,N,Y,Y,2011,1,1,N
0,202693,Markieff,Morris,Markieff Morris,"Morris, Markieff",M. Morris,markieff-morris,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-9,245,11,13,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,markieff_morris,2011,2022,N,Y,Y,2011,1,13,N
0,1628373,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,frank-ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,Strasbourg IG/France,6-4,200,5,21,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,frank_ntilikina,2017,2022,N,Y,Y,2017,1,8,N
0,1630593,McKinley,Wright IV,McKinley Wright IV,"Wright IV, McKinley",M. Wright IV,mckinley-wright-iv,1998-10-25T00:00:00,Colorado,USA,Colorado/USA,5-11,192,1,25,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,mckinley_wright_iv,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203493,Reggie,Bullock,Reggie Bullock,"Bullock, Reggie",R. Bullock,reggie-bullock,1991-03-16T00:00:00,North Carolina,USA,North Carolina/USA,6-6,205,9,25,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,reggie_bullock,2013,2022,Y,Y,Y,2013,1,25,N
0,1626174,Christian,Wood,Christian Wood,"Wood, Christian",C. Wood,christian-wood,1995-09-27T00:00:00,UNLV,USA,UNLV/USA,6-9,214,6,35,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,christian_wood,2015,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,5,42,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202722,Davis,Bertans,Davis Bertans,"Bertans, Davis",D. Bertans,davis-bertans,1992-11-12T00:00:00,Baskonia,Latvia,Baskonia/Latvia,6-10,225,6,44,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,davis_bertans,2016,2022,Y,Y,Y,2011,2,42,N
0,1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,4,77,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018,2022,N,Y,Y,2018,1,3,N
0,1631128,Christian,Braun,Christian Braun,"Braun, Christian",C. Braun,christian-braun,2001-04-17T00:00:00,Kansas,USA,Kansas/USA,6-6,220,0,0,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,christian_braun,2022,2022,N,Y,Y,2022,1,21,N
0,1629008,Michael,Porter Jr.,Michael Porter Jr.,"Porter Jr., Michael",M. Porter Jr.,michael-porter-jr,1998-06-29T00:00:00,Missouri,USA,Missouri/USA,6-10,218,3,1,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,michael_porter_jr,2018,2022,N,Y,Y,2018,1,14,N
0,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,11,1,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,reggie_jackson,2011,2022,Y,Y,Y,2011,1,24,N
0,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,9,5,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,kentavious_caldwell-pope,2013,2022,N,Y,Y,2013,1,8,N
0,201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,14,6,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,deandre_jordan,2008,2022,N,Y,Y,2008,2,35,N
0,1631212,Peyton,Watson,Peyton Watson,"Watson, Peyton",P. Watson,peyton-watson,2002-09-11T00:00:00,UCLA,USA,UCLA/USA,6-7,200,0,8,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,peyton_watson,2022,2022,Y,Y,Y,2022,1,30,N
0,1631298,Jack,White,Jack White,"White, Jack",J. White,jack-white,1997-08-05T00:00:00,Duke,Australia,Duke/Australia,6-7,225,0,10,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jack_white,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,1996-08-15T00:00:00,Miami,USA,Miami/USA,6-4,202,4,11,Guard-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,bruce_brown,2018,2022,Y,Y,Y,2018,2,42,N
0,1628418,Thomas,Bryant,Thomas Bryant,"Bryant, Thomas",T. Bryant,thomas-bryant,1997-07-31T00:00:00,Indiana,USA,Indiana/USA,6-10,248,5,13,Center-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,thomas_bryant,2017,2022,Y,Y,Y,2017,2,42,N
0,202397,Ish,Smith,Ish Smith,"Smith, Ish",I. Smith,ish-smith,1988-07-05T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175,12,14,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,ish_smith,2010,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,7,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2022,N,Y,Y,2014,2,41,N
0,1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195,0,21,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,collin_gillespie,2022,2022,N,N,N,Undrafted,Undrafted,Undrafted,N
0,1630192,Zeke,Nnaji,Zeke Nnaji,"Nnaji, Zeke",Z. Nnaji,zeke-nnaji,2001-01-09T00:00:00,Arizona,USA,Arizona/USA,6-9,240,2,22,Forward-Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,zeke_nnaji,2020,2022,N,Y,Y,2020,1,22,N
0,1627750,Jamal,Murray,Jamal Murray,"Murray, Jamal",J. Murray,jamal-murray,1997-02-23T00:00:00,Kentucky,Canada,Kentucky/Canada,6-4,215,5,27,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jamal_murray,2016,2022,N,Y,Y,2016,1,7,N
0,1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10T00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236,3,31,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019,2022,Y,Y,Y,2017,2,49,N
0,201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,14,32,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jeff_green,2007,2022,N,Y,Y,2007,1,5,N
0,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,8,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2022,N,Y,Y,2014,1,4,N
0,1630228,Jonathan,Kuminga,Jonathan Kuminga,"Kuminga, Jonathan",J. Kuminga,jonathan-kuminga,2002-10-06T00:00:00,NBA G League Ignite,DRC,NBA G League Ignite/DRC,6-7,225,1,00,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jonathan_kuminga,2021,2022,Y,Y,Y,2021,1,7,N
0,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,4,0,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,donte_divincenzo,2018,2022,Y,Y,Y,2018,1,17,N
0,203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,jamychal-green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-9,227,8,1,Forward-Center,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jamychal_green,2014,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1631157,Ryan,Rollins,Ryan Rollins,"Rollins, Ryan",R. Rollins,ryan-rollins,2002-07-03T00:00:00,Toledo,USA,Toledo/USA,6-3,180,0,2,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,ryan_rollins,2022,2022,Y,Y,Y,2022,2,44,N
0,1629673,Jordan,Poole,Jordan Poole,"Poole, Jordan",J. Poole,jordan-poole,1999-06-19T00:00:00,Michigan,USA,Michigan/USA,6-4,194,3,3,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jordan_poole,2019,2022,Y,Y,Y,2019,1,28,N
0,1630541,Moses,Moody,Moses Moody,"Moody, Moses",M. Moody,moses-moody,2002-05-31T00:00:00,Arkansas,USA,Arkansas/USA,6-5,211,1,4,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,moses_moody,2021,2022,Y,Y,Y,2021,1,14,N
0,1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,kevon-looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,7,5,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2022,Y,Y,Y,2015,1,30,N
0,1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,"Baldwin Jr., Patrick",P. Baldwin Jr.,patrick-baldwin-jr,2002-11-18T00:00:00,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,6-9,220,0,7,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,patrick_baldwin_jr,2022,2022,Y,Y,Y,2022,1,28,N
0,1627780,Gary,Payton II,Gary Payton II,"Payton II, Gary",G. Payton II,gary-payton-ii,1992-12-01T00:00:00,Oregon State,USA,Oregon State/USA,6-2,195,6,8,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,gary_payton_ii,2016,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,18,9,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2022,N,Y,Y,2004,1,9,N
0,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,3,10,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,ty_jerome,2019,2022,Y,Y,Y,2019,1,24,N
0,202691,Klay,Thompson,Klay Thompson,"Thompson, Klay",K. Thompson,klay-thompson,1990-02-08T00:00:00,Washington State,USA,Washington State/USA,6-6,220,9,11,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,klay_thompson,2011,2022,N,Y,Y,2011,1,11,N
0,203952,Andrew,Wiggins,Andrew Wiggins,"Wiggins, Andrew",A. Wiggins,andrew-wiggins,1995-02-23T00:00:00,Kansas,Canada,Kansas/Canada,6-7,197,8,22,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,andrew_wiggins,2014,2022,N,Y,Y,2014,1,1,N
0,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,10,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2022,N,Y,Y,2012,2,35,N
0,201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,13,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2022,N,Y,Y,2009,1,7,Y
0,1630237,Anthony,Lamb,Anthony Lamb,"Lamb, Anthony",A. Lamb,anthony-lamb,1998-01-20T00:00:00,Vermont,USA,Vermont/USA,6-6,227,2,40,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,anthony_lamb,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1631102,TyTy,Washington Jr.,TyTy Washington Jr.,"Washington Jr., TyTy",T. Washington Jr.,tyty-washington-jr,2001-11-15T00:00:00,Kentucky,USA,Kentucky/USA,6-3,195,0,0,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tyty_washington,2022,2022,Y,Y,Y,2022,1,29,N
0,1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,7-0,240,7,0,Forward-Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,frank_kaminsky,2015,2022,N,Y,Y,2015,1,9,N
0,1631095,Jabari,Smith Jr.,Jabari Smith Jr.,"Smith Jr., Jabari",J. Smith Jr.,jabari-smith-jr,2003-05-13T00:00:00,Auburn,USA,Auburn/USA,6-11,220,0,1,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jabari_smith,2022,2022,N,Y,Y,2022,1,3,N
0,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,"Porter Jr., Kevin",K. Porter Jr.,kevin-porter-jr,2000-05-04T00:00:00,Southern California,USA,Southern California/USA,6-4,203,3,3,Guard-Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,kevin_porter_jr,2019,2022,Y,Y,Y,2019,1,30,N
0,1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,1,4,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jalen_green,2021,2022,Y,Y,Y,2021,1,2,N
0,1630620,Darius,Days,Darius Days,"Days, Darius",D. Days,darius-days,1999-10-20T00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,245,0,5,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,darius_days,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630231,Kenyon,Martin Jr.,Kenyon Martin Jr.,"Martin Jr., Kenyon",K. Martin Jr.,kenyon-martin-jr,2001-01-06T00:00:00,IMG Academy (FL),USA,IMG Academy (FL)/USA,6-7,215,2,6,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,kenyon_martin_jr,2020,2022,Y,Y,Y,2020,2,52,N
0,1630256,Jae'Sean,Tate,Jae'Sean Tate,"Tate, Jae'Sean",J. Tate,jaesean-tate,1995-10-28T00:00:00,Ohio State,USA,Ohio State/USA,6-5,230,2,8,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jaesean_tate,2020,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630528,Josh,Christopher,Josh Christopher,"Christopher, Josh",J. Christopher,josh-christopher,2001-12-08T00:00:00,Arizona State,USA,Arizona State/USA,6-4,215,1,9,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,josh_christopher,2021,2022,Y,Y,Y,2021,1,24,N
0,1631309,Trevor,Hudgins,Trevor Hudgins,"Hudgins, Trevor",T. Hudgins,trevor-hudgins,1999-03-23T00:00:00,Northwest Missouri State,USA,Northwest Missouri State/USA,6-0,180,0,12,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,trevor_hudgins,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630227,Daishen,Nix,Daishen Nix,"Nix, Daishen",D. Nix,daishen-nix,2002-02-13T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,226,1,15,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,daishen_nix,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630586,Usman,Garuba,Usman Garuba,"Garuba, Usman",U. Garuba,usman-garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229,1,16,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,usman_garuba,2021,2022,Y,Y,Y,2021,1,23,N
0,1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215,0,17,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022,2022,N,Y,Y,2022,1,17,N
0,1630578,Alperen,Sengun,Alperen Sengun,"Sengun, Alperen",A. Sengun,alperen-sengun,2002-07-25T00:00:00,Besiktas,Turkey,Besiktas/Turkey,6-11,243,1,28,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,alperen_sengun,2021,2022,N,Y,Y,2021,1,16,N
0,1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,boban-marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-4,290,7,51,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,boban_marjanovic,2015,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,10,2,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2022,N,Y,Y,2011,1,15,Y
0,1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,1,3,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,nahshon_hyland,2021,2022,N,Y,Y,2021,1,26,N
0,1630527,Brandon,Boston Jr.,Brandon Boston Jr.,"Boston Jr., Brandon",B. Boston Jr.,brandon-boston-jr,2001-11-28T00:00:00,Kentucky,USA,Kentucky/USA,6-6,188,1,4,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,brandon_boston_jr,2021,2022,Y,Y,Y,2021,2,51,N
0,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,3,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202694,Marcus,Morris Sr.,Marcus Morris Sr.,"Morris Sr., Marcus",M. Morris Sr.,marcus-morris-sr,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-8,218,11,8,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,marcus_morris,2011,2022,Y,Y,Y,2011,1,14,N
0,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,14,10,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,eric_gordon,2008,2022,N,Y,Y,2008,1,7,N
0,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,12,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2022,N,Y,Y,2010,1,10,N
0,1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,3,14,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2022,Y,Y,Y,2019,2,48,N
0,1630554,Jason,Preston,Jason Preston,"Preston, Jason",J. Preston,jason-preston,1999-08-10T00:00:00,Ohio,USA,Ohio/USA,6-3,181,0,17,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,jason_preston,2021,2022,Y,Y,Y,2021,2,33,N
0,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,9,23,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,robert_covington,2013,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1626181,Norman,Powell,Norman Powell,"Powell, Norman",N. Powell,norman-powell,1993-05-25T00:00:00,UCLA,USA,UCLA/USA,6-4,215,7,24,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,norman_powell,2015,2022,Y,Y,Y,2015,2,46,N
0,1631217,Moussa,Diabate,Moussa Diabate,"Diabate, Moussa",M. Diabate,moussa-diabate,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-10,210,0,25,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,tmp_moussa_diabate,2022,2022,Y,Y,Y,2022,2,43,N
0,201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14T00:00:00,Le Mans,France,Le Mans/France,6-8,230,14,33,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,2008,2022,N,Y,Y,2008,1,25,N
0,1627826,Ivica,Zubac,Ivica Zubac,"Zubac, Ivica",I. Zubac,ivica-zubac,1997-03-18T00:00:00,Mega Basket,Croatia,Mega Basket/Croatia,7-0,240,6,40,Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,ivica_zubac,2016,2022,Y,Y,Y,2016,2,32,N
0,203486,Mason,Plumlee,Mason Plumlee,"Plumlee, Mason",M. Plumlee,mason-plumlee,1990-03-05T00:00:00,Duke,USA,Duke/USA,7-0,254,9,44,Forward-Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,mason_plumlee,2013,2022,N,Y,Y,2013,1,22,N
0,1626156,D'Angelo,Russell,D'Angelo Russell,"Russell, D'Angelo",D. Russell,dangelo-russell,1996-02-23T00:00:00,Ohio State,USA,Ohio State/USA,6-4,193,7,1,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,d'angelo_russell,2015,2022,N,Y,Y,2015,1,2,N
0,1629020,Jarred,Vanderbilt,Jarred Vanderbilt,"Vanderbilt, Jarred",J. Vanderbilt,jarred-vanderbilt,1999-04-03T00:00:00,Kentucky,USA,Kentucky/USA,6-8,214,4,2,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jarred_vanderbilt,2018,2022,Y,Y,Y,2018,2,41,N
0,203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,10,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2022,N,Y,Y,2012,1,1,Y
0,1629022,Lonnie,Walker IV,Lonnie Walker IV,"Walker IV, Lonnie",L. Walker IV,lonnie-walker-iv,1998-12-14T00:00:00,Miami,USA,Miami/USA,6-4,204,4,4,Guard-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lonnie_walker,2018,2022,Y,Y,Y,2018,1,18,N
0,1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26T00:00:00,Florida State,USA,Florida State/USA,6-4,187,6,5,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,malik_beasley,2016,2022,Y,Y,Y,2016,1,19,N
0,2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,19,6,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2022,N,Y,Y,2003,1,1,Y
